B01001029,01005,2011,693
B01001030,01005,2011,513
B01001031,01005,2011,323
B01001032,01005,2011,124
B01001033,01005,2011,164
B01001034,01005,2011,427
B01001035,01005,2011,800
B01001036,01005,2011,684
B01001037,01005,2011,816
B01001038,01005,2011,701
B01001039,01005,2011,951
B01001040,01005,2011,905
B01001041,01005,2011,1033
B01001042,01005,2011,339
B01001043,01005,2011,435
B01001044,01005,2011,271
B01001045,01005,2011,405
B01001046,01005,2011,491
B01001047,01005,2011,448
B01001048,01005,2011,243
B01001049,01005,2011,392
B01001001,01007,2011,22746
B01001002,01007,2011,11848
B01001003,01007,2011,659
B01001004,01007,2011,678
B01001005,01007,2011,794
B01001006,01007,2011,583
B01001007,01007,2011,245
B01001008,01007,2011,36
B01001009,01007,2011,46
B01001010,01007,2011,545
B01001011,01007,2011,700
B01001012,01007,2011,773
B01001013,01007,2011,813
B01001014,01007,2011,1164
B01001015,01007,2011,1263
B01001016,01007,2011,964
B01001017,01007,2011,615
B01001018,01007,2011,425
B01001019,01007,2011,325
B01001020,01007,2011,120
B01001021,01007,2011,320
B01001022,01007,2011,349
B01001023,01007,2011,231
B01001024,01007,2011,129
B01001025,01007,2011,71
B01001026,01007,2011,10898
B01001027,01007,2011,648
B01001028,01007,2011,1011
B01001029,01007,2011,645
B01001030,01007,2011,345
B01001031,01007,2011,254
B01001032,01007,2011,168
B01001033,01007,2011,176
B01001034,01007,2011,622
B01001035,01007,2011,593
B01001036,01007,2011,669
B01001037,01007,2011,824
B01001038,01007,2011,562
B01001039,01007,2011,758
B01001040,01007,2011,705
B01001041,01007,2011,625
B01001042,01007,2011,244
B01001043,01007,2011,399
B01001044,01007,2011,199
B01001045,01007,2011,273
B01001046,01007,2011,424
B01001047,01007,2011,238
B01001048,01007,2011,343
B01001049,01007,2011,173
B01001001,01009,2011,57140
B01001002,01009,2011,28357
B01001003,01009,2011,1812
B01001004,01009,2011,1813
B01001005,01009,2011,2311
B01001006,01009,2011,1364
B01001007,01009,2011,730
B01001008,01009,2011,367
B01001009,01009,2011,325
B01001010,01009,2011,957
B01001011,01009,2011,1807
B01001012,01009,2011,1752
B01001013,01009,2011,1880
B01001014,01009,2011,2144
B01001015,01009,2011,2123
B01001016,01009,2011,1929
B01001017,01009,2011,1631
B01001018,01009,2011,591
B01001019,01009,2011,1178
B01001020,01009,2011,585
B01001021,01009,2011,764
B01001022,01009,2011,1001
B01001023,01009,2011,734
B01001024,01009,2011,337
B01001025,01009,2011,222
B01001026,01009,2011,28783
B01001027,01009,2011,1789
B01001028,01009,2011,1908
B01001029,01009,2011,1940
B01001030,01009,2011,1123
B01001031,01009,2011,695
B01001032,01009,2011,321
B01001033,01009,2011,364
B01001034,01009,2011,848
B01001035,01009,2011,1707
B01001036,01009,2011,1673
B01001037,01009,2011,1915
B01001038,01009,2011,2064
B01001039,01009,2011,2042
B01001040,01009,2011,1992
B01001041,01009,2011,1743
B01001042,01009,2011,850
B01001043,01009,2011,1201
B01001044,01009,2011,711
B01001045,01009,2011,786
B01001046,01009,2011,1108
B01001047,01009,2011,708
B01001048,01009,2011,709
B01001049,01009,2011,586
B01001001,01011,2011,10877
B01001002,01011,2011,5948
B01001003,01011,2011,449
B01001004,01011,2011,377
B01001005,01011,2011,288
B01001006,01011,2011,338
B01001007,01011,2011,214
B01001008,01011,2011,51
B01001009,01011,2011,36
B01001010,01011,2011,285
B01001011,01011,2011,226
B01001012,01011,2011,436
B01001013,01011,2011,431
B01001014,01011,2011,419
B01001015,01011,2011,568
B01001016,01011,2011,495
B01001017,01011,2011,378
B01001018,01011,2011,167
B01001019,01011,2011,171
B01001020,01011,2011,66
B01001021,01011,2011,161
B01001022,01011,2011,90
B01001023,01011,2011,142
B01001024,01011,2011,56
B01001025,01011,2011,104
B01001026,01011,2011,4929
B01001027,01011,2011,222
B01001028,01011,2011,137
B01001029,01011,2011,433
B01001030,01011,2011,140
B01001031,01011,2011,95
B01001032,01011,2011,48
B01001033,01011,2011,103
B01001034,01011,2011,124
B01001035,01011,2011,399
B01001036,01011,2011,339
B01001037,01011,2011,168
B01001038,01011,2011,571
B01001039,01011,2011,316
B01001040,01011,2011,366
B01001041,01011,2011,315
B01001042,01011,2011,156
B01001043,01011,2011,169
B01001044,01011,2011,91
B01001045,01011,2011,123
B01001046,01011,2011,193
B01001047,01011,2011,96
B01001048,01011,2011,151
B01001049,01011,2011,174
B01001001,01013,2011,20860
B01001002,01013,2011,9790
B01001003,01013,2011,711
B01001004,01013,2011,804
B01001005,01013,2011,653
B01001006,01013,2011,465
B01001007,01013,2011,309
B01001008,01013,2011,87
B01001009,01013,2011,214
B01001010,01013,2011,224
B01001011,01013,2011,585
B01001012,01013,2011,550
B01001013,01013,2011,481
B01001014,01013,2011,619
B01001015,01013,2011,653
B01001016,01013,2011,771
B01001017,01013,2011,759
B01001018,01013,2011,216
B01001019,01013,2011,332
B01001020,01013,2011,200
B01001021,01013,2011,253
B01001022,01013,2011,359
B01001023,01013,2011,267
B01001024,01013,2011,210
B01001025,01013,2011,68
B01001026,01013,2011,11070
B01001027,01013,2011,637
B01001028,01013,2011,589
B01001029,01013,2011,757
B01001030,01013,2011,420
B01001031,01013,2011,213
B01001032,01013,2011,89
B01001033,01013,2011,72
B01001034,01013,2011,520
B01001035,01013,2011,700
B01001036,01013,2011,655
B01001037,01013,2011,699
B01001038,01013,2011,597
B01001039,01013,2011,780
B01001040,01013,2011,812
B01001041,01013,2011,728
B01001042,01013,2011,354
B01001043,01013,2011,354
B01001044,01013,2011,209
B01001045,01013,2011,358
B01001046,01013,2011,399
B01001047,01013,2011,426
B01001048,01013,2011,371
B01001049,01013,2011,331
B01001001,01015,2011,117614
B01001002,01015,2011,56539
B01001003,01015,2011,3786
B01001004,01015,2011,3782
B01001005,01015,2011,3872
B01001006,01015,2011,2352
B01001007,01015,2011,1903
B01001008,01015,2011,973
B01001009,01015,2011,1089
B01001010,01015,2011,2275
B01001011,01015,2011,3811
B01001012,01015,2011,3362
B01001013,01015,2011,3329
B01001014,01015,2011,3863
B01001015,01015,2011,4055
B01001016,01015,2011,4200
B01001017,01015,2011,3859
B01001018,01015,2011,1424
B01001019,01015,2011,1734
B01001020,01015,2011,995
B01001021,01015,2011,1539
B01001022,01015,2011,1715
B01001023,01015,2011,1325
B01001024,01015,2011,768
B01001025,01015,2011,528
B01001026,01015,2011,61075
B01001027,01015,2011,3419
B01001028,01015,2011,3804
B01001029,01015,2011,3682
B01001030,01015,2011,2244
B01001031,01015,2011,1918
B01001032,01015,2011,1106
B01001033,01015,2011,937
B01001034,01015,2011,2366
B01001035,01015,2011,4116
B01001036,01015,2011,3517
B01001037,01015,2011,3403
B01001038,01015,2011,4271
B01001039,01015,2011,4187
B01001040,01015,2011,4496
B01001041,01015,2011,4301
B01001042,01015,2011,1567
B01001043,01015,2011,1824
B01001044,01015,2011,1116
B01001045,01015,2011,1393
B01001046,01015,2011,2503
B01001047,01015,2011,1940
B01001048,01015,2011,1728
B01001049,01015,2011,1237
B01001001,01017,2011,34375
B01001002,01017,2011,16281
B01001003,01017,2011,1004
B01001004,01017,2011,1289
B01001005,01017,2011,950
B01001006,01017,2011,730
B01001007,01017,2011,421
B01001008,01017,2011,286
B01001009,01017,2011,172
B01001010,01017,2011,524
B01001011,01017,2011,904
B01001012,01017,2011,957
B01001013,01017,2011,1053
B01001014,01017,2011,1109
B01001015,01017,2011,1187
B01001016,01017,2011,1225
B01001017,01017,2011,1206
B01001018,01017,2011,447
B01001019,01017,2011,540
B01001020,01017,2011,269
B01001021,01017,2011,509
B01001022,01017,2011,652
B01001023,01017,2011,378
B01001024,01017,2011,280
B01001025,01017,2011,189
B01001026,01017,2011,18094
B01001027,01017,2011,1005
B01001028,01017,2011,857
B01001029,01017,2011,1320
B01001030,01017,2011,721
B01001031,01017,2011,393
B01001032,01017,2011,235
B01001033,01017,2011,232
B01001034,01017,2011,496
B01001035,01017,2011,1028
B01001036,01017,2011,1100
B01001037,01017,2011,1271
B01001038,01017,2011,974
B01001039,01017,2011,1243
B01001040,01017,2011,1368
B01001041,01017,2011,1197
B01001042,01017,2011,504
B01001043,01017,2011,749
B01001044,01017,2011,330
B01001045,01017,2011,604
B01001046,01017,2011,691
B01001047,01017,2011,773
B01001048,01017,2011,488
B01001049,01017,2011,515
B01001001,01019,2011,25819
B01001002,01019,2011,12913
B01001003,01019,2011,692
B01001004,01019,2011,720
B01001005,01019,2011,931
B01001006,01019,2011,516
B01001007,01019,2011,341
B01001008,01019,2011,52
B01001009,01019,2011,194
B01001010,01019,2011,356
B01001011,01019,2011,636
B01001012,01019,2011,717
B01001013,01019,2011,661
B01001014,01019,2011,1052
B01001015,01019,2011,934
B01001016,01019,2011,1006
B01001017,01019,2011,1143
B01001018,01019,2011,318
B01001019,01019,2011,520
B01001020,01019,2011,238
B01001021,01019,2011,562
B01001022,01019,2011,683
B01001023,01019,2011,311
B01001024,01019,2011,184
B01001025,01019,2011,146
B01001026,01019,2011,12906
B01001027,01019,2011,612
B01001028,01019,2011,648
B01001029,01019,2011,795
B01001030,01019,2011,440
B01001031,01019,2011,265
B01001032,01019,2011,140
B01001033,01019,2011,53
B01001034,01019,2011,430
B01001035,01019,2011,627
B01001036,01019,2011,801
B01001037,01019,2011,689
B01001038,01019,2011,868
B01001039,01019,2011,987
B01001040,01019,2011,1025
B01001041,01019,2011,1188
B01001042,01019,2011,246
B01001043,01019,2011,555
B01001044,01019,2011,351
B01001045,01019,2011,466
B01001046,01019,2011,687
B01001047,01019,2011,515
B01001048,01019,2011,271
B01001049,01019,2011,247
B01001001,01021,2011,43444
B01001002,01021,2011,21434
B01001003,01021,2011,1389
B01001004,01021,2011,1388
B01001005,01021,2011,1703
B01001006,01021,2011,1044
B01001007,01021,2011,548
B01001008,01021,2011,317
B01001009,01021,2011,287
B01001010,01021,2011,797
B01001011,01021,2011,1251
B01001012,01021,2011,1440
B01001013,01021,2011,1677
B01001014,01021,2011,1406
B01001015,01021,2011,1501
B01001016,01021,2011,1549
B01001017,01021,2011,1409
B01001018,01021,2011,498
B01001019,01021,2011,605
B01001020,01021,2011,429
B01001021,01021,2011,505
B01001022,01021,2011,739
B01001023,01021,2011,533
B01001024,01021,2011,251
B01001025,01021,2011,168
B01001026,01021,2011,22010
B01001027,01021,2011,1610
B01001028,01021,2011,1369
B01001029,01021,2011,1555
B01001030,01021,2011,830
B01001031,01021,2011,488
B01001032,01021,2011,179
B01001033,01021,2011,208
B01001034,01021,2011,911
B01001035,01021,2011,1356
B01001036,01021,2011,1492
B01001037,01021,2011,1711
B01001038,01021,2011,1262
B01001039,01021,2011,1463
B01001040,01021,2011,1557
B01001041,01021,2011,1410
B01001042,01021,2011,754
B01001043,01021,2011,579
B01001044,01021,2011,243
B01001045,01021,2011,606
B01001046,01021,2011,926
B01001047,01021,2011,607
B01001048,01021,2011,474
B01001049,01021,2011,420
B01001001,01023,2011,13953
B01001002,01023,2011,6698
B01001003,01023,2011,426
B01001004,01023,2011,508
B01001005,01023,2011,424
B01001006,01023,2011,285
B01001007,01023,2011,327
B01001008,01023,2011,49
B01001009,01023,2011,47
B01001010,01023,2011,93
B01001011,01023,2011,332
B01001012,01023,2011,242
B01001013,01023,2011,357
B01001014,01023,2011,572
B01001015,01023,2011,522
B01001016,01023,2011,502
B01001017,01023,2011,350
B01001018,01023,2011,231
B01001019,01023,2011,357
B01001020,01023,2011,172
B01001021,01023,2011,214
B01001022,01023,2011,292
B01001023,01023,2011,142
B01001024,01023,2011,126
B01001025,01023,2011,128
B01001026,01023,2011,7255
B01001027,01023,2011,349
B01001028,01023,2011,499
B01001029,01023,2011,386
B01001030,01023,2011,306
B01001031,01023,2011,172
B01001032,01023,2011,96
B01001033,01023,2011,118
B01001034,01023,2011,155
B01001035,01023,2011,307
B01001036,01023,2011,339
B01001037,01023,2011,438
B01001038,01023,2011,521
B01001039,01023,2011,536
B01001040,01023,2011,569
B01001041,01023,2011,465
B01001042,01023,2011,248
B01001043,01023,2011,321
B01001044,01023,2011,221
B01001045,01023,2011,158
B01001046,01023,2011,366
B01001047,01023,2011,203
B01001048,01023,2011,260
B01001049,01023,2011,222
B01001001,01025,2011,26046
B01001002,01025,2011,12586
B01001003,01025,2011,791
B01001004,01025,2011,772
B01001005,01025,2011,1328
B01001006,01025,2011,668
B01001007,01025,2011,387
B01001008,01025,2011,181
B01001009,01025,2011,197
B01001010,01025,2011,263
B01001011,01025,2011,639
B01001012,01025,2011,617
B01001013,01025,2011,717
B01001014,01025,2011,883
B01001015,01025,2011,939
B01001016,01025,2011,925
B01001017,01025,2011,723
B01001018,01025,2011,352
B01001019,01025,2011,463
B01001020,01025,2011,160
B01001021,01025,2011,382
B01001022,01025,2011,544
B01001023,01025,2011,248
B01001024,01025,2011,256
B01001025,01025,2011,151
B01001026,01025,2011,13460
B01001027,01025,2011,733
B01001028,01025,2011,737
B01001029,01025,2011,907
B01001030,01025,2011,652
B01001031,01025,2011,645
B01001032,01025,2011,125
B01001033,01025,2011,13
B01001034,01025,2011,428
B01001035,01025,2011,538
B01001036,01025,2011,849
B01001037,01025,2011,943
B01001038,01025,2011,862
B01001039,01025,2011,1004
B01001040,01025,2011,975
B01001041,01025,2011,1032
B01001042,01025,2011,308
B01001043,01025,2011,361
B01001044,01025,2011,231
B01001045,01025,2011,444
B01001046,01025,2011,561
B01001047,01025,2011,408
B01001048,01025,2011,338
B01001049,01025,2011,366
B01001001,01027,2011,14010
B01001002,01027,2011,6833
B01001003,01027,2011,387
B01001004,01027,2011,351
B01001005,01027,2011,584
B01001006,01027,2011,265
B01001007,01027,2011,165
B01001008,01027,2011,69
B01001009,01027,2011,98
B01001010,01027,2011,207
B01001011,01027,2011,396
B01001012,01027,2011,350
B01001013,01027,2011,484
B01001014,01027,2011,501
B01001015,01027,2011,505
B01001016,01027,2011,455
B01001017,01027,2011,486
B01001018,01027,2011,155
B01001019,01027,2011,263
B01001020,01027,2011,181
B01001021,01027,2011,256
B01001022,01027,2011,259
B01001023,01027,2011,131
B01001024,01027,2011,191
B01001025,01027,2011,94
B01001026,01027,2011,7177
B01001027,01027,2011,412
B01001028,01027,2011,463
B01001029,01027,2011,438
B01001030,01027,2011,244
B01001031,01027,2011,119
B01001032,01027,2011,46
B01001033,01027,2011,85
B01001034,01027,2011,232
B01001035,01027,2011,438
B01001036,01027,2011,388
B01001037,01027,2011,475
B01001038,01027,2011,483
B01001039,01027,2011,545
B01001040,01027,2011,469
B01001041,01027,2011,526
B01001042,01027,2011,179
B01001043,01027,2011,235
B01001044,01027,2011,243
B01001045,01027,2011,269
B01001046,01027,2011,208
B01001047,01027,2011,233
B01001048,01027,2011,221
B01001049,01027,2011,226
B01001001,01029,2011,14881
B01001002,01029,2011,7395
B01001003,01029,2011,467
B01001004,01029,2011,533
B01001005,01029,2011,516
B01001006,01029,2011,319
B01001007,01029,2011,182
B01001008,01029,2011,98
B01001009,01029,2011,117
B01001010,01029,2011,201
B01001011,01029,2011,393
B01001012,01029,2011,384
B01001013,01029,2011,514
B01001014,01029,2011,530
B01001015,01029,2011,551
B01001016,01029,2011,546
B01001017,01029,2011,501
B01001018,01029,2011,221
B01001019,01029,2011,268
B01001020,01029,2011,201
B01001021,01029,2011,281
B01001022,01029,2011,214
B01001023,01029,2011,231
B01001024,01029,2011,62
B01001025,01029,2011,65
B01001026,01029,2011,7486
B01001027,01029,2011,472
B01001028,01029,2011,462
B01001029,01029,2011,446
B01001030,01029,2011,364
B01001031,01029,2011,179
B01001032,01029,2011,83
B01001033,01029,2011,53
B01001034,01029,2011,220
B01001035,01029,2011,484
B01001036,01029,2011,378
B01001037,01029,2011,485
B01001038,01029,2011,534
B01001039,01029,2011,547
B01001040,01029,2011,506
B01001041,01029,2011,464
B01001042,01029,2011,216
B01001043,01029,2011,300
B01001044,01029,2011,256
B01001045,01029,2011,170
B01001046,01029,2011,258
B01001047,01029,2011,310
B01001048,01029,2011,147
B01001049,01029,2011,152
B01001001,01031,2011,49221
B01001002,01031,2011,24169
B01001003,01031,2011,1734
B01001004,01031,2011,1496
B01001005,01031,2011,1804
B01001006,01031,2011,987
B01001007,01031,2011,672
B01001008,01031,2011,216
B01001009,01031,2011,310
B01001010,01031,2011,1199
B01001011,01031,2011,1724
B01001012,01031,2011,1606
B01001013,01031,2011,1721
B01001014,01031,2011,1608
B01001015,01031,2011,1656
B01001016,01031,2011,1576
B01001017,01031,2011,1682
B01001018,01031,2011,528
B01001019,01031,2011,613
B01001020,01031,2011,426
B01001021,01031,2011,558
B01001022,01031,2011,842
B01001023,01031,2011,551
B01001024,01031,2011,432
B01001025,01031,2011,228
B01001026,01031,2011,25052
B01001027,01031,2011,1558
B01001028,01031,2011,1583
B01001029,01031,2011,1706
B01001030,01031,2011,1030
B01001031,01031,2011,577
B01001032,01031,2011,383
B01001033,01031,2011,297
B01001034,01031,2011,760
B01001035,01031,2011,1666
B01001036,01031,2011,1427
B01001037,01031,2011,1713
B01001038,01031,2011,1681
B01001039,01031,2011,1678
B01001040,01031,2011,1781
B01001041,01031,2011,1723
B01001042,01031,2011,658
B01001043,01031,2011,691
B01001044,01031,2011,462
B01001045,01031,2011,646
B01001046,01031,2011,1043
B01001047,01031,2011,697
B01001048,01031,2011,613
B01001049,01031,2011,679
B01001001,01033,2011,54478
B01001002,01033,2011,26201
B01001003,01033,2011,1610
B01001004,01033,2011,1695
B01001005,01033,2011,1832
B01001006,01033,2011,1140
B01001007,01033,2011,704
B01001008,01033,2011,272
B01001009,01033,2011,381
B01001010,01033,2011,851
B01001011,01033,2011,1466
B01001012,01033,2011,1424
B01001013,01033,2011,1732
B01001014,01033,2011,1795
B01001015,01033,2011,1957
B01001016,01033,2011,2024
B01001017,01033,2011,1849
B01001018,01033,2011,550
B01001019,01033,2011,985
B01001020,01033,2011,627
B01001021,01033,2011,532
B01001022,01033,2011,1159
B01001023,01033,2011,863
B01001024,01033,2011,388
B01001025,01033,2011,365
B01001026,01033,2011,28277
B01001027,01033,2011,1486
B01001028,01033,2011,1552
B01001029,01033,2011,1676
B01001030,01033,2011,1106
B01001031,01033,2011,712
B01001032,01033,2011,341
B01001033,01033,2011,185
B01001034,01033,2011,943
B01001035,01033,2011,1638
B01001036,01033,2011,1541
B01001037,01033,2011,1778
B01001038,01033,2011,1860
B01001039,01033,2011,2141
B01001040,01033,2011,2137
B01001041,01033,2011,1807
B01001042,01033,2011,897
B01001043,01033,2011,996
B01001044,01033,2011,715
B01001045,01033,2011,896
B01001046,01033,2011,1260
B01001047,01033,2011,1069
B01001048,01033,2011,791
B01001049,01033,2011,750
B01001001,01035,2011,13286
B01001002,01035,2011,6555
B01001003,01035,2011,559
B01001004,01035,2011,331
B01001005,01035,2011,522
B01001006,01035,2011,316
B01001007,01035,2011,361
B01001008,01035,2011,41
B01001009,01035,2011,76
B01001010,01035,2011,193
B01001011,01035,2011,192
B01001012,01035,2011,236
B01001013,01035,2011,431
B01001014,01035,2011,358
B01001015,01035,2011,461
B01001016,01035,2011,497
B01001017,01035,2011,532
B01001018,01035,2011,113
B01001019,01035,2011,299
B01001020,01035,2011,128
B01001021,01035,2011,122
B01001022,01035,2011,303
B01001023,01035,2011,133
B01001024,01035,2011,184
B01001025,01035,2011,167
B01001026,01035,2011,6731
B01001027,01035,2011,239
B01001028,01035,2011,495
B01001029,01035,2011,404
B01001030,01035,2011,242
B01001031,01035,2011,111
B01001032,01035,2011,72
B01001033,01035,2011,52
B01001034,01035,2011,450
B01001035,01035,2011,139
B01001036,01035,2011,595
B01001037,01035,2011,239
B01001038,01035,2011,361
B01001039,01035,2011,500
B01001040,01035,2011,529
B01001041,01035,2011,498
B01001042,01035,2011,167
B01001043,01035,2011,310
B01001044,01035,2011,287
B01001045,01035,2011,222
B01001046,01035,2011,200
B01001047,01035,2011,360
B01001048,01035,2011,124
B01001049,01035,2011,135
B01001001,01037,2011,11303
B01001002,01037,2011,5775
B01001003,01037,2011,329
B01001004,01037,2011,322
B01001005,01037,2011,375
B01001006,01037,2011,376
B01001007,01037,2011,81
B01001008,01037,2011,81
B01001009,01037,2011,93
B01001010,01037,2011,155
B01001011,01037,2011,287
B01001012,01037,2011,206
B01001013,01037,2011,381
B01001014,01037,2011,484
B01001015,01037,2011,446
B01001016,01037,2011,490
B01001017,01037,2011,499
B01001018,01037,2011,231
B01001019,01037,2011,121
B01001020,01037,2011,155
B01001021,01037,2011,200
B01001022,01037,2011,174
B01001023,01037,2011,100
B01001024,01037,2011,122
B01001025,01037,2011,67
B01001026,01037,2011,5528
B01001027,01037,2011,221
B01001028,01037,2011,334
B01001029,01037,2011,291
B01001030,01037,2011,105
B01001031,01037,2011,117
B01001032,01037,2011,112
B01001033,01037,2011,83
B01001034,01037,2011,113
B01001035,01037,2011,289
B01001036,01037,2011,293
B01001037,01037,2011,332
B01001038,01037,2011,458
B01001039,01037,2011,427
B01001040,01037,2011,478
B01001041,01037,2011,463
B01001042,01037,2011,202
B01001043,01037,2011,227
B01001044,01037,2011,187
B01001045,01037,2011,172
B01001046,01037,2011,187
B01001047,01037,2011,166
B01001048,01037,2011,141
B01001049,01037,2011,130
B01001001,01039,2011,37736
B01001002,01039,2011,18352
B01001003,01039,2011,1193
B01001004,01039,2011,1264
B01001005,01039,2011,1219
B01001006,01039,2011,817
B01001007,01039,2011,515
B01001008,01039,2011,303
B01001009,01039,2011,172
B01001010,01039,2011,504
B01001011,01039,2011,1012
B01001012,01039,2011,1068
B01001013,01039,2011,1022
B01001014,01039,2011,1253
B01001015,01039,2011,1291
B01001016,01039,2011,1403
B01001017,01039,2011,1201
B01001018,01039,2011,541
B01001019,01039,2011,639
B01001020,01039,2011,496
B01001021,01039,2011,497
B01001022,01039,2011,750
B01001023,01039,2011,643
B01001024,01039,2011,388
B01001025,01039,2011,161
B01001026,01039,2011,19384
B01001027,01039,2011,1079
B01001028,01039,2011,1103
B01001029,01039,2011,1156
B01001030,01039,2011,730
B01001031,01039,2011,449
B01001032,01039,2011,338
B01001033,01039,2011,199
B01001034,01039,2011,528
B01001035,01039,2011,1054
B01001036,01039,2011,1017
B01001037,01039,2011,1062
B01001038,01039,2011,1291
B01001039,01039,2011,1351
B01001040,01039,2011,1433
B01001041,01039,2011,1253
B01001042,01039,2011,545
B01001043,01039,2011,792
B01001044,01039,2011,544
