BrBG,11,6,7,199,234,229,Diverging
BrBG,11,6,8,128,205,193,Diverging
BrBG,11,6,9,53,151,143,Diverging
BrBG,11,6,10,1,102,94,Diverging
BrBG,11,6,11,0,60,48,Diverging
BuGn,3,6,1,229,245,249,Sequential
BuGn,3,6,2,153,216,201,Sequential
BuGn,3,6,3,44,162,95,Sequential
BuGn,4,6,1,237,248,251,Sequential
BuGn,4,6,2,178,226,226,Sequential
BuGn,4,6,3,102,194,164,Sequential
BuGn,4,6,4,35,139,69,Sequential
BuGn,5,6,1,237,248,251,Sequential
BuGn,5,6,2,178,226,226,Sequential
BuGn,5,6,3,102,194,164,Sequential
BuGn,5,6,4,44,162,95,Sequential
BuGn,5,6,5,0,109,44,Sequential
BuGn,6,6,1,237,248,251,Sequential
BuGn,6,6,2,204,236,230,Sequential
BuGn,6,6,3,153,216,201,Sequential
BuGn,6,6,4,102,194,164,Sequential
BuGn,6,6,5,44,162,95,Sequential
BuGn,6,6,6,0,109,44,Sequential
BuGn,7,6,1,237,248,251,Sequential
BuGn,7,6,2,204,236,230,Sequential
BuGn,7,6,3,153,216,201,Sequential
BuGn,7,6,4,102,194,164,Sequential
BuGn,7,6,5,65,174,118,Sequential
BuGn,7,6,6,35,139,69,Sequential
BuGn,7,6,7,0,88,36,Sequential
BuGn,8,6,1,247,252,253,Sequential
BuGn,8,6,2,229,245,249,Sequential
BuGn,8,6,3,204,236,230,Sequential
BuGn,8,6,4,153,216,201,Sequential
BuGn,8,6,5,102,194,164,Sequential
BuGn,8,6,6,65,174,118,Sequential
BuGn,8,6,7,35,139,69,Sequential
BuGn,8,6,8,0,88,36,Sequential
BuGn,9,6,1,247,252,253,Sequential
BuGn,9,6,2,229,245,249,Sequential
BuGn,9,6,3,204,236,230,Sequential
BuGn,9,6,4,153,216,201,Sequential
BuGn,9,6,5,102,194,164,Sequential
BuGn,9,6,6,65,174,118,Sequential
BuGn,9,6,7,35,139,69,Sequential
BuGn,9,6,8,0,109,44,Sequential
BuGn,9,6,9,0,68,27,Sequential
BuPu,3,6,1,224,236,244,Sequential
BuPu,3,6,2,158,188,218,Sequential
BuPu,3,6,3,136,86,167,Sequential
BuPu,4,6,1,237,248,251,Sequential
BuPu,4,6,2,179,205,227,Sequential
BuPu,4,6,3,140,150,198,Sequential
BuPu,4,6,4,136,65,157,Sequential
BuPu,5,6,1,237,248,251,Sequential
BuPu,5,6,2,179,205,227,Sequential
BuPu,5,6,3,140,150,198,Sequential
BuPu,5,6,4,136,86,167,Sequential
BuPu,5,6,5,129,15,124,Sequential
BuPu,6,6,1,237,248,251,Sequential
BuPu,6,6,2,191,211,230,Sequential
BuPu,6,6,3,158,188,218,Sequential
BuPu,6,6,4,140,150,198,Sequential
BuPu,6,6,5,136,86,167,Sequential
BuPu,6,6,6,129,15,124,Sequential
BuPu,7,6,1,237,248,251,Sequential
BuPu,7,6,2,191,211,230,Sequential
BuPu,7,6,3,158,188,218,Sequential
BuPu,7,6,4,140,150,198,Sequential
BuPu,7,6,5,140,107,177,Sequential
BuPu,7,6,6,136,65,157,Sequential
BuPu,7,6,7,110,1,107,Sequential
BuPu,8,6,1,247,252,253,Sequential
BuPu,8,6,2,224,236,244,Sequential
BuPu,8,6,3,191,211,230,Sequential
BuPu,8,6,4,158,188,218,Sequential
BuPu,8,6,5,140,150,198,Sequential
BuPu,8,6,6,140,107,177,Sequential
BuPu,8,6,7,136,65,157,Sequential
BuPu,8,6,8,110,1,107,Sequential
BuPu,9,6,1,247,252,253,Sequential
BuPu,9,6,2,224,236,244,Sequential
BuPu,9,6,3,191,211,230,Sequential
BuPu,9,6,4,158,188,218,Sequential
BuPu,9,6,5,140,150,198,Sequential
BuPu,9,6,6,140,107,177,Sequential
BuPu,9,6,7,136,65,157,Sequential
BuPu,9,6,8,129,15,124,Sequential
BuPu,9,6,9,77,0,75,Sequential
Dark2,3,6,1,27,158,119,Qualitative
Dark2,3,6,2,217,95,2,Qualitative
Dark2,3,6,3,117,112,179,Qualitative
Dark2,4,6,1,27,158,119,Qualitative
Dark2,4,6,2,217,95,2,Qualitative
Dark2,4,6,3,117,112,179,Qualitative
Dark2,4,6,4,231,41,138,Qualitative
Dark2,5,6,1,27,158,119,Qualitative
Dark2,5,6,2,217,95,2,Qualitative
Dark2,5,6,3,117,112,179,Qualitative
Dark2,5,6,4,231,41,138,Qualitative
Dark2,5,6,5,102,166,30,Qualitative
Dark2,6,6,1,27,158,119,Qualitative
Dark2,6,6,2,217,95,2,Qualitative
Dark2,6,6,3,117,112,179,Qualitative
Dark2,6,6,4,231,41,138,Qualitative
Dark2,6,6,5,102,166,30,Qualitative
Dark2,6,6,6,230,171,2,Qualitative
Dark2,7,6,1,27,158,119,Qualitative
Dark2,7,6,2,217,95,2,Qualitative
Dark2,7,6,3,117,112,179,Qualitative
Dark2,7,6,4,231,41,138,Qualitative
Dark2,7,6,5,102,166,30,Qualitative
Dark2,7,6,6,230,171,2,Qualitative
Dark2,7,6,7,166,118,29,Qualitative
Dark2,8,6,1,27,158,119,Qualitative
Dark2,8,6,2,217,95,2,Qualitative
Dark2,8,6,3,117,112,179,Qualitative
Dark2,8,6,4,231,41,138,Qualitative
Dark2,8,6,5,102,166,30,Qualitative
Dark2,8,6,6,230,171,2,Qualitative
Dark2,8,6,7,166,118,29,Qualitative
Dark2,8,6,8,102,102,102,Qualitative
GnBu,3,6,1,224,243,219,Sequential
GnBu,3,6,2,168,221,181,Sequential
GnBu,3,6,3,67,162,202,Sequential
GnBu,4,6,1,240,249,232,Sequential
GnBu,4,6,2,186,228,188,Sequential
GnBu,4,6,3,123,204,196,Sequential
GnBu,4,6,4,43,140,190,Sequential
GnBu,5,6,1,240,249,232,Sequential
GnBu,5,6,2,186,228,188,Sequential
GnBu,5,6,3,123,204,196,Sequential
GnBu,5,6,4,67,162,202,Sequential
GnBu,5,6,5,8,104,172,Sequential
GnBu,6,6,1,240,249,232,Sequential
GnBu,6,6,2,204,235,197,Sequential
GnBu,6,6,3,168,221,181,Sequential
GnBu,6,6,4,123,204,196,Sequential
GnBu,6,6,5,67,162,202,Sequential
GnBu,6,6,6,8,104,172,Sequential
GnBu,7,6,1,240,249,232,Sequential
GnBu,7,6,2,204,235,197,Sequential
GnBu,7,6,3,168,221,181,Sequential
GnBu,7,6,4,123,204,196,Sequential
GnBu,7,6,5,78,179,211,Sequential
GnBu,7,6,6,43,140,190,Sequential
GnBu,7,6,7,8,88,158,Sequential
GnBu,8,6,1,247,252,240,Sequential
GnBu,8,6,2,224,243,219,Sequential
GnBu,8,6,3,204,235,197,Sequential
GnBu,8,6,4,168,221,181,Sequential
GnBu,8,6,5,123,204,196,Sequential
GnBu,8,6,6,78,179,211,Sequential
GnBu,8,6,7,43,140,190,Sequential
GnBu,8,6,8,8,88,158,Sequential
GnBu,9,6,1,247,252,240,Sequential
GnBu,9,6,2,224,243,219,Sequential
GnBu,9,6,3,204,235,197,Sequential
GnBu,9,6,4,168,221,181,Sequential
GnBu,9,6,5,123,204,196,Sequential
GnBu,9,6,6,78,179,211,Sequential
GnBu,9,6,7,43,140,190,Sequential
GnBu,9,6,8,8,104,172,Sequential
GnBu,9,6,9,8,64,129,Sequential
Greens,3,6,1,229,245,224,Sequential
Greens,3,6,2,161,217,155,Sequential
Greens,3,6,3,49,163,84,Sequential
Greens,4,6,1,237,248,233,Sequential
Greens,4,6,2,186,228,179,Sequential
Greens,4,6,3,116,196,118,Sequential
Greens,4,6,4,35,139,69,Sequential
Greens,5,6,1,237,248,233,Sequential
Greens,5,6,2,186,228,179,Sequential
Greens,5,6,3,116,196,118,Sequential
Greens,5,6,4,49,163,84,Sequential
Greens,5,6,5,0,109,44,Sequential
Greens,6,6,1,237,248,233,Sequential
Greens,6,6,2,199,233,192,Sequential
Greens,6,6,3,161,217,155,Sequential
Greens,6,6,4,116,196,118,Sequential
Greens,6,6,5,49,163,84,Sequential
Greens,6,6,6,0,109,44,Sequential
Greens,7,6,1,237,248,233,Sequential
Greens,7,6,2,199,233,192,Sequential
Greens,7,6,3,161,217,155,Sequential
Greens,7,6,4,116,196,118,Sequential
Greens,7,6,5,65,171,93,Sequential
Greens,7,6,6,35,139,69,Sequential
Greens,7,6,7,0,90,50,Sequential
Greens,8,6,1,247,252,245,Sequential
Greens,8,6,2,229,245,224,Sequential
Greens,8,6,3,199,233,192,Sequential
Greens,8,6,4,161,217,155,Sequential
Greens,8,6,5,116,196,118,Sequential
Greens,8,6,6,65,171,93,Sequential
Greens,8,6,7,35,139,69,Sequential
Greens,8,6,8,0,90,50,Sequential
Greens,9,6,1,247,252,245,Sequential
Greens,9,6,2,229,245,224,Sequential
Greens,9,6,3,199,233,192,Sequential
Greens,9,6,4,161,217,155,Sequential
Greens,9,6,5,116,196,118,Sequential
Greens,9,6,6,65,171,93,Sequential
Greens,9,6,7,35,139,69,Sequential
Greens,9,6,8,0,109,44,Sequential
Greens,9,6,9,0,68,27,Sequential
Greys,3,6,1,240,240,240,Sequential
Greys,3,6,2,189,189,189,Sequential
Greys,3,6,3,99,99,99,Sequential
Greys,4,6,1,247,247,247,Sequential
Greys,4,6,2,204,204,204,Sequential
Greys,4,6,3,150,150,150,Sequential
Greys,4,6,4,82,82,82,Sequential
Greys,5,6,1,247,247,247,Sequential
Greys,5,6,2,204,204,204,Sequential
Greys,5,6,3,150,150,150,Sequential
Greys,5,6,4,99,99,99,Sequential
Greys,5,6,5,37,37,37,Sequential
Greys,6,6,1,247,247,247,Sequential
Greys,6,6,2,217,217,217,Sequential
Greys,6,6,3,189,189,189,Sequential
Greys,6,6,4,150,150,150,Sequential
Greys,6,6,5,99,99,99,Sequential
Greys,6,6,6,37,37,37,Sequential
Greys,7,6,1,247,247,247,Sequential
Greys,7,6,2,217,217,217,Sequential
Greys,7,6,3,189,189,189,Sequential
Greys,7,6,4,150,150,150,Sequential
Greys,7,6,5,115,115,115,Sequential
Greys,7,6,6,82,82,82,Sequential
Greys,7,6,7,37,37,37,Sequential
Greys,8,6,1,255,255,255,Sequential
Greys,8,6,2,240,240,240,Sequential
Greys,8,6,3,217,217,217,Sequential
Greys,8,6,4,189,189,189,Sequential
Greys,8,6,5,150,150,150,Sequential
Greys,8,6,6,115,115,115,Sequential
Greys,8,6,7,82,82,82,Sequential
Greys,8,6,8,37,37,37,Sequential
Greys,9,6,1,255,255,255,Sequential
Greys,9,6,2,240,240,240,Sequential
Greys,9,6,3,217,217,217,Sequential
Greys,9,6,4,189,189,189,Sequential
Greys,9,6,5,150,150,150,Sequential
Greys,9,6,6,115,115,115,Sequential
Greys,9,6,7,82,82,82,Sequential
Greys,9,6,8,37,37,37,Sequential
Greys,9,6,9,0,0,0,Sequential
Oranges,3,6,1,254,230,206,Sequential
Oranges,3,6,2,253,174,107,Sequential
Oranges,3,6,3,230,85,13,Sequential
Oranges,4,6,1,254,237,222,Sequential
Oranges,4,6,2,253,190,133,Sequential
Oranges,4,6,3,253,141,60,Sequential
Oranges,4,6,4,217,71,1,Sequential
Oranges,5,6,1,254,237,222,Sequential
Oranges,5,6,2,253,190,133,Sequential
Oranges,5,6,3,253,141,60,Sequential
Oranges,5,6,4,230,85,13,Sequential
Oranges,5,6,5,166,54,3,Sequential
Oranges,6,6,1,254,237,222,Sequential
Oranges,6,6,2,253,208,162,Sequential
Oranges,6,6,3,253,174,107,Sequential
Oranges,6,6,4,253,141,60,Sequential
Oranges,6,6,5,230,85,13,Sequential
Oranges,6,6,6,166,54,3,Sequential
Oranges,7,6,1,254,237,222,Sequential
Oranges,7,6,2,253,208,162,Sequential
Oranges,7,6,3,253,174,107,Sequential
Oranges,7,6,4,253,141,60,Sequential
Oranges,7,6,5,241,105,19,Sequential
Oranges,7,6,6,217,72,1,Sequential
Oranges,7,6,7,140,45,4,Sequential
Oranges,8,6,1,255,245,235,Sequential
Oranges,8,6,2,254,230,206,Sequential
Oranges,8,6,3,253,208,162,Sequential
Oranges,8,6,4,253,174,107,Sequential
Oranges,8,6,5,253,141,60,Sequential
Oranges,8,6,6,241,105,19,Sequential
Oranges,8,6,7,217,72,1,Sequential
Oranges,8,6,8,140,45,4,Sequential
Oranges,9,6,1,255,245,235,Sequential
Oranges,9,6,2,254,230,206,Sequential
Oranges,9,6,3,253,208,162,Sequential
Oranges,9,6,4,253,174,107,Sequential
Oranges,9,6,5,253,141,60,Sequential
Oranges,9,6,6,241,105,19,Sequential
Oranges,9,6,7,217,72,1,Sequential
Oranges,9,6,8,166,54,3,Sequential
Oranges,9,6,9,127,39,4,Sequential
OrRd,3,6,1,254,232,200,Sequential
OrRd,3,6,2,253,187,132,Sequential
OrRd,3,6,3,227,74,51,Sequential
OrRd,4,6,1,254,240,217,Sequential
OrRd,4,6,2,253,204,138,Sequential
OrRd,4,6,3,252,141,89,Sequential
OrRd,4,6,4,215,48,31,Sequential
OrRd,5,6,1,254,240,217,Sequential
OrRd,5,6,2,253,204,138,Sequential
OrRd,5,6,3,252,141,89,Sequential
OrRd,5,6,4,227,74,51,Sequential
OrRd,5,6,5,179,0,0,Sequential
OrRd,6,6,1,254,240,217,Sequential
OrRd,6,6,2,253,212,158,Sequential
OrRd,6,6,3,253,187,132,Sequential
OrRd,6,6,4,252,141,89,Sequential
OrRd,6,6,5,227,74,51,Sequential
OrRd,6,6,6,179,0,0,Sequential
OrRd,7,6,1,254,240,217,Sequential
OrRd,7,6,2,253,212,158,Sequential
OrRd,7,6,3,253,187,132,Sequential
OrRd,7,6,4,252,141,89,Sequential
OrRd,7,6,5,239,101,72,Sequential
OrRd,7,6,6,215,48,31,Sequential
OrRd,7,6,7,153,0,0,Sequential
OrRd,8,6,1,255,247,236,Sequential
OrRd,8,6,2,254,232,200,Sequential
OrRd,8,6,3,253,212,158,Sequential
OrRd,8,6,4,253,187,132,Sequential
OrRd,8,6,5,252,141,89,Sequential
OrRd,8,6,6,239,101,72,Sequential
OrRd,8,6,7,215,48,31,Sequential
OrRd,8,6,8,153,0,0,Sequential
OrRd,9,6,1,255,247,236,Sequential
OrRd,9,6,2,254,232,200,Sequential
OrRd,9,6,3,253,212,158,Sequential
OrRd,9,6,4,253,187,132,Sequential
OrRd,9,6,5,252,141,89,Sequential
OrRd,9,6,6,239,101,72,Sequential
OrRd,9,6,7,215,48,31,Sequential
OrRd,9,6,8,179,0,0,Sequential
OrRd,9,6,9,127,0,0,Sequential
Paired,3,6,1,166,206,227,Qualitative
Paired,3,6,2,31,120,180,Qualitative
Paired,3,6,3,178,223,138,Qualitative
Paired,4,6,1,166,206,227,Qualitative
Paired,4,6,2,31,120,180,Qualitative
Paired,4,6,3,178,223,138,Qualitative
Paired,4,6,4,51,160,44,Qualitative
Paired,5,6,1,166,206,227,Qualitative
Paired,5,6,2,31,120,180,Qualitative
Paired,5,6,3,178,223,138,Qualitative
Paired,5,6,4,51,160,44,Qualitative
Paired,5,6,5,251,154,153,Qualitative
Paired,6,6,1,166,206,227,Qualitative
Paired,6,6,2,31,120,180,Qualitative
Paired,6,6,3,178,223,138,Qualitative
Paired,6,6,4,51,160,44,Qualitative
Paired,6,6,5,251,154,153,Qualitative
Paired,6,6,6,227,26,28,Qualitative
Paired,7,6,1,166,206,227,Qualitative
Paired,7,6,2,31,120,180,Qualitative
Paired,7,6,3,178,223,138,Qualitative
Paired,7,6,4,51,160,44,Qualitative
Paired,7,6,5,251,154,153,Qualitative
Paired,7,6,6,227,26,28,Qualitative
Paired,7,6,7,253,191,111,Qualitative
Paired,8,6,1,166,206,227,Qualitative
Paired,8,6,2,31,120,180,Qualitative
Paired,8,6,3,178,223,138,Qualitative
Paired,8,6,4,51,160,44,Qualitative
Paired,8,6,5,251,154,153,Qualitative
Paired,8,6,6,227,26,28,Qualitative
Paired,8,6,7,253,191,111,Qualitative
Paired,8,6,8,255,127,0,Qualitative
Paired,9,6,1,166,206,227,Qualitative
Paired,9,6,2,31,120,180,Qualitative
Paired,9,6,3,178,223,138,Qualitative
Paired,9,6,4,51,160,44,Qualitative
Paired,9,6,5,251,154,153,Qualitative
Paired,9,6,6,227,26,28,Qualitative
Paired,9,6,7,253,191,111,Qualitative
Paired,9,6,8,255,127,0,Qualitative
Paired,9,6,9,202,178,214,Qualitative
Paired,10,6,1,166,206,227,Qualitative
Paired,10,6,2,31,120,180,Qualitative
Paired,10,6,3,178,223,138,Qualitative
Paired,10,6,4,51,160,44,Qualitative
Paired,10,6,5,251,154,153,Qualitative
Paired,10,6,6,227,26,28,Qualitative
Paired,10,6,7,253,191,111,Qualitative
Paired,10,6,8,255,127,0,Qualitative
Paired,10,6,9,202,178,214,Qualitative
Paired,10,6,10,106,61,154,Qualitative
Paired,11,6,1,166,206,227,Qualitative
Paired,11,6,2,31,120,180,Qualitative
Paired,11,6,3,178,223,138,Qualitative
Paired,11,6,4,51,160,44,Qualitative
Paired,11,6,5,251,154,153,Qualitative
Paired,11,6,6,227,26,28,Qualitative
Paired,11,6,7,253,191,111,Qualitative
Paired,11,6,8,255,127,0,Qualitative
Paired,11,6,9,202,178,214,Qualitative
Paired,11,6,10,106,61,154,Qualitative
Paired,11,6,11,255,255,153,Qualitative
Paired,12,6,1,166,206,227,Qualitative
Paired,12,6,2,31,120,180,Qualitative
Paired,12,6,3,178,223,138,Qualitative
Paired,12,6,4,51,160,44,Qualitative
Paired,12,6,5,251,154,153,Qualitative
Paired,12,6,6,227,26,28,Qualitative
Paired,12,6,7,253,191,111,Qualitative
Paired,12,6,8,255,127,0,Qualitative
Paired,12,6,9,202,178,214,Qualitative
Paired,12,6,10,106,61,154,Qualitative
Paired,12,6,11,255,255,153,Qualitative
Paired,12,6,12,177,89,40,Qualitative
Pastel1,3,6,1,251,180,174,Qualitative
Pastel1,3,6,2,179,205,227,Qualitative
Pastel1,3,6,3,204,235,197,Qualitative
Pastel1,4,6,1,251,180,174,Qualitative
Pastel1,4,6,2,179,205,227,Qualitative
Pastel1,4,6,3,204,235,197,Qualitative
Pastel1,4,6,4,222,203,228,Qualitative
Pastel1,5,6,1,251,180,174,Qualitative
Pastel1,5,6,2,179,205,227,Qualitative
Pastel1,5,6,3,204,235,197,Qualitative
Pastel1,5,6,4,222,203,228,Qualitative
Pastel1,5,6,5,254,217,166,Qualitative
Pastel1,6,6,1,251,180,174,Qualitative
Pastel1,6,6,2,179,205,227,Qualitative
Pastel1,6,6,3,204,235,197,Qualitative
Pastel1,6,6,4,222,203,228,Qualitative
Pastel1,6,6,5,254,217,166,Qualitative
Pastel1,6,6,6,255,255,204,Qualitative
Pastel1,7,6,1,251,180,174,Qualitative
Pastel1,7,6,2,179,205,227,Qualitative
Pastel1,7,6,3,204,235,197,Qualitative
Pastel1,7,6,4,222,203,228,Qualitative
Pastel1,7,6,5,254,217,166,Qualitative
Pastel1,7,6,6,255,255,204,Qualitative
Pastel1,7,6,7,229,216,189,Qualitative
Pastel1,8,6,1,251,180,174,Qualitative
Pastel1,8,6,2,179,205,227,Qualitative
Pastel1,8,6,3,204,235,197,Qualitative
Pastel1,8,6,4,222,203,228,Qualitative
Pastel1,8,6,5,254,217,166,Qualitative
Pastel1,8,6,6,255,255,204,Qualitative
Pastel1,8,6,7,229,216,189,Qualitative
Pastel1,8,6,8,253,218,236,Qualitative
Pastel1,9,6,1,251,180,174,Qualitative
Pastel1,9,6,2,179,205,227,Qualitative
Pastel1,9,6,3,204,235,197,Qualitative
Pastel1,9,6,4,222,203,228,Qualitative
Pastel1,9,6,5,254,217,166,Qualitative
Pastel1,9,6,6,255,255,204,Qualitative
Pastel1,9,6,7,229,216,189,Qualitative
Pastel1,9,6,8,253,218,236,Qualitative
Pastel1,9,6,9,242,242,242,Qualitative
Pastel2,3,6,1,179,226,205,Qualitative
Pastel2,3,6,2,253,205,172,Qualitative
Pastel2,3,6,3,203,213,232,Qualitative
Pastel2,4,6,1,179,226,205,Qualitative
Pastel2,4,6,2,253,205,172,Qualitative
Pastel2,4,6,3,203,213,232,Qualitative
Pastel2,4,6,4,244,202,228,Qualitative
Pastel2,5,6,1,179,226,205,Qualitative
Pastel2,5,6,2,253,205,172,Qualitative
Pastel2,5,6,3,203,213,232,Qualitative
Pastel2,5,6,4,244,202,228,Qualitative
Pastel2,5,6,5,230,245,201,Qualitative
Pastel2,6,6,1,179,226,205,Qualitative
Pastel2,6,6,2,253,205,172,Qualitative
Pastel2,6,6,3,203,213,232,Qualitative
Pastel2,6,6,4,244,202,228,Qualitative
Pastel2,6,6,5,230,245,201,Qualitative
Pastel2,6,6,6,255,242,174,Qualitative
Pastel2,7,6,1,179,226,205,Qualitative
Pastel2,7,6,2,253,205,172,Qualitative
Pastel2,7,6,3,203,213,232,Qualitative
Pastel2,7,6,4,244,202,228,Qualitative
Pastel2,7,6,5,230,245,201,Qualitative
Pastel2,7,6,6,255,242,174,Qualitative
Pastel2,7,6,7,241,226,204,Qualitative
Pastel2,8,6,1,179,226,205,Qualitative
Pastel2,8,6,2,253,205,172,Qualitative
Pastel2,8,6,3,203,213,232,Qualitative
Pastel2,8,6,4,244,202,228,Qualitative
Pastel2,8,6,5,230,245,201,Qualitative
Pastel2,8,6,6,255,242,174,Qualitative
Pastel2,8,6,7,241,226,204,Qualitative
Pastel2,8,6,8,204,204,204,Qualitative
PiYG,3,2,1,233,163,201,Diverging
PiYG,3,2,2,247,247,247,Diverging
PiYG,3,2,3,161,215,106,Diverging
PiYG,4,2.5,1,208,28,139,Diverging
PiYG,4,2.5,2,241,182,218,Diverging
PiYG,4,2.5,3,184,225,134,Diverging
PiYG,4,2.5,4,77,172,38,Diverging
PiYG,5,3,1,208,28,139,Diverging
PiYG,5,3,2,241,182,218,Diverging
PiYG,5,3,3,247,247,247,Diverging
PiYG,5,3,4,184,225,134,Diverging
PiYG,5,3,5,77,172,38,Diverging
PiYG,6,3.5,1,197,27,125,Diverging
PiYG,6,3.5,2,233,163,201,Diverging
PiYG,6,3.5,3,253,224,239,Diverging
PiYG,6,3.5,4,230,245,208,Diverging
PiYG,6,3.5,5,161,215,106,Diverging
PiYG,6,3.5,6,77,146,33,Diverging
